tau,tpr,fpr
0.12348387263438541,0.325,0.05648267008985879
0.12401826600983319,0.325,0.05712451861360719
0.12572692263567176,0.325,0.057766367137355584
0.12697478974756868,0.325,0.05840821566110398
0.12766098585347926,0.325,0.059050064184852376
0.12775632430436898,0.325,0.05969191270860077
0.12929031178412806,0.325,0.06033376123234917
0.13446059160939286,0.325,0.06097560975609756
0.13521457813940096,0.325,0.06161745827984596
0.136319472292654,0.35,0.06290115532734275
0.1359036952400126,0.325,0.06290115532734275
0.1373145280729108,0.35,0.06354300385109114
0.1383718730029694,0.35,0.06675224646983312
0.13911104404084676,0.375,0.06675224646983312
0.13976989020157765,0.375,0.06739409499358151
0.14089745766301956,0.375,0.06803594351732992
0.14094296327630265,0.375,0.06867779204107831
0.14215626239082602,0.375,0.0693196405648267
0.1453785657789288,0.375,0.0699614890885751
0.14679303967484372,0.375,0.07060333761232349
0.14723463540244136,0.375,0.07124518613607189
0.14842617178941553,0.375,0.07188703465982028
0.15029938357240072,0.375,0.07252888318356868
0.15119344368376167,0.375,0.07317073170731707
0.152321099735592,0.4,0.07317073170731707
0.15548496069538642,0.4,0.07381258023106547
0.1557848301922649,0.4,0.07445442875481387
0.15683114959866282,0.4,0.07509627727856226
0.15784737444906158,0.4,0.07573812580231065
0.15945268706729626,0.4,0.07637997432605904
0.15956256858128337,0.4,0.07702182284980745
0.15960221264720745,0.4,0.07766367137355584
0.16042429970086824,0.4,0.07830551989730423
0.1613291761574589,0.4,0.07894736842105263
0.1629647097735756,0.4,0.07958921694480103
0.16312323643657128,0.4,0.08023106546854943
0.1631232364365713,0.4,0.08087291399229782
0.16408038277054376,0.4,0.08151476251604621
0.16433633592328797,0.4,0.0821566110397946
0.16687987791123668,0.4,0.08279845956354301
0.16796525760752448,0.4,0.0834403080872914
0.16874923915180354,0.4,0.0840821566110398
0.1688129462766262,0.425,0.0840821566110398
0.16881453533257654,0.45,0.0840821566110398
0.17003308668461398,0.45,0.08472400513478819
0.17082983184604017,0.45,0.08536585365853659
0.1719699898554401,0.475,0.08536585365853659
0.17235342187845912,0.475,0.08600770218228498
0.17314843312746492,0.475,0.08664955070603338
0.17456843033443867,0.475,0.08729139922978177
0.17504624613549855,0.5,0.08729139922978177
0.18070122786110224,0.5,0.08793324775353016
0.18286159243329717,0.5,0.08857509627727857
0.1867668746754797,0.5,0.09050064184852374
0.18710497661109135,0.525,0.09050064184852374
0.1884140031589184,0.525,0.09114249037227215
0.18853979109948646,0.525,0.09178433889602054
0.18994216610070375,0.525,0.09242618741976893
0.19151542682185965,0.525,0.09306803594351733
0.194063165569715,0.525,0.09370988446726572
0.19408749140092585,0.525,0.09435173299101413
0.19448295790106512,0.525,0.09499358151476252
